resource,object,code,fund,goal,function,Bayshore Elementary (68858),Belmont-Redwood Shores Elementary (68866),Brisbane Elementary (68874),Burlingame Elementary (68882),Cabrillo Unified (68890),Hillsborough City Elementary (68908),Jefferson Elementary (68916),Pacifica Elementary (68932),La Honda-Pescadero Unified (68940),Las Lomitas Elementary (68957),Menlo Park City Elementary (68965),Millbrae Elementary (68973),Portola Valley Elementary (68981),Ravenswood City Elementary (68999),Redwood City Elementary (69005),San Bruno Park Elementary (69013),San Carlos Elementary (69021),San Mateo-Foster City Elementary (69039),South San Francisco Unified (69070),Woodside Elementary (69088),Alum Rock Union Elementary (69369),Berryessa Union Elementary (69377),Cambrian Elementary (69385),Campbell Union Elementary (69393),Cupertino Union Elementary (69419),Evergreen Elementary (69435),Franklin-McKinley Elementary (69450),Gilroy Unified (69484),Lakeside Joint Elementary (69492),Loma Prieta Joint Union Elementary (69500),Los Altos Elementary (69518),Los Gatos Union Elementary (69526),Luther Burbank Elementary (69542),Moreland Elementary (69575),Morgan Hill Unified (69583),Mountain View Whisman Elementary (69591),Mount Pleasant Elementary (69617),Oak Grove Elementary (69625),Orchard Elementary (69633),Palo Alto Unified (69641),San Jose Unified (69666),Santa Clara Unified (69674),Saratoga Union Elementary (69682),Sunnyvale Elementary (69690),Union Elementary (69708),Milpitas Unified (73387)
Low-Performing Students Block Grant,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ongoing & Major Maintenance Account (RMA: Education Code Section 17070.75),Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,1930186.94,92000,1607235.65,2574288.36,1014577,4255013.28,0.0,0.0,1002551.33,2065993.02,1024863.77,700000,1006561.51,3625458.48,1079834.46,0.0,5210000,4383300,0.0,0.0,3241164.91,1826804.23,4000000,2990568.4,3864224.43,3646070.5,4307965,42668.07,247960.38,3196326.71,0.0,0.0,2127711.3,290229.77,5875300.02,0.0,4886028,0.0,0.0,12708111,10591771.02,1613654.92,4320206,2421634.59,4513073.69
Other Restricted Local,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,52061.48,514028.21,46575.7,0.0,0.0,0.0,205969.47,201158.45,22696.52,9051.84,0.0,292789.13,85189.67,530884.16,174603.4,400000,82985.39,0.0,0.0,37850.92,0.0,184888.89,7250,30462.26,18410.02,0.0,0.0,1292492.01,994921.59,0.0,1649725.04,125000,0.0,15000,-849880.63,0.0,0.0,27495331.34,0.0,65752.98,63542.67,0.0,0.0
Other Restricted Local,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Regular Education, K-12",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,21192.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-171792.8,0.0,0.0,0.0,0.0,0.0,-3180181.05,0.0,0.0,0.0,0.0,0.0,2056373.01,0.0,0.0,331101.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3647774.2,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Basic Local Assistance Entitlement, Part B, Sec 611",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),188398.85,0.0,0.0,-347091.44,0.0,0.0,1311429.12,0.0,0.0,0.0,39999.26,0.0,0.0,0.0,2449392.26,0.0,0.0,1937543.21,0.0,80503.63,1010204.93,3175658.15,458212.65,0.0,0.0,0.0,2565759.03,0.0,0.0,0.0,4000309.62,0.0,0.0,3166660.95,0.0,0.0,0.0,105505.53,143848,0.0,10105822.3,0.0,0.0,0.0,3123253.99,0.0
"Special Ed: IDEA Local Assistance, Part B, Sec 611, Private School ISPs",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,13802.78,0.0,0.0,0.0,0.0,0.0,0.0,45984.24,0.0,0.0,2552.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Preschool Grants, Part B, Sec 619",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,3928.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344354.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6586,0.0,0.0,67402.54,0.0,0.0,0.0,0.0,1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Preschool Capacity Building, Part B, Sec 619",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,3907.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Mental Health Allocation Plan, Part B, Sec 611",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4642.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63742.38,0.0,0.0,0.0,0.0,0.0,0.0,37184.31,4389,0.0,371195.4,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Preschool Staff Development, Part B, Sec 619",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,183.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),355556.41,5756650.55,1581319.55,2837792.08,4319205.97,5078633.68,5729454.33,0.0,387266.7,4546587.6,7174086.93,1369101.68,1503495.33,5899750.44,17348440.32,5745868.7,4999751.21,0.0,0.0,1215284.54,19359907.69,8270820.8,4340853.47,15596737.53,21578440.57,12622603.1,14022461.94,15717000,600882.13,916505.93,5071788.36,5100000,0.0,5750259.61,13209385.81,11180444.36,3903757.57,20151957.83,2195977.65,0.0,50395976.26,52431303.33,4073784.37,20417018.84,5070432.13,17785099.11
Special Ed: Dispute Prevention and Dispute Resolution,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Ed: Learning Recovery Support,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20130.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health-Related Services,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383350.98,0.0,7056.66,0.0,0.0,0.0,41550.67,0.0,0.0,0.0,496706.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551546.57,0.0,0.0,0.0,0.0,0.0
Special Education Early Intervention Preschool Grant,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103165.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37734.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Preschool Students",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80847.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Preschool Grants, Part B, Sec 619",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Preschool Students",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80847.16,0.0,190440.9,0.0,0.0,0.0,0.0,0.0,138947.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.82,0.0
Special Education Early Intervention Preschool Grant,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Preschool Students",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23617.49,0.0
"Special Ed: IDEA Basic Local Assistance Entitlement, Part B, Sec 611",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Ages 5-22",Not Applicable (For use with revenues and balance sheet transactions only),0.0,453394.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529907.63,0.0,0.0,0.0,0.0,0.0,0.0,5038784.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46274.08,217403.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Ages 5-22",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21313122.56,15958410.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439024.7,0.0,149979.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health-Related Services,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Ages 5-22",Not Applicable (For use with revenues and balance sheet transactions only),0.0,60636.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24465.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Basic Local Assistance Entitlement, Part B, Sec 611",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Ages 5-22",Special Education: Supplemental Aids & Services in Regular Classrooms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018564.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Ages 5-22",Special Education: Supplemental Aids & Services in Regular Classrooms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998250.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Regular Education, K-12","Instructional Library, Media, and Technology",0.0,0.0,5921.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ongoing & Major Maintenance Account (RMA: Education Code Section 17070.75),Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Plant Maintenance and Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150813.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4031238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47493762.4,0.0,0.0,0.0,0.0,0.0,0.0
"ESSA: Title IV, Part A, Student Support and Academic Enrichment Grants",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22846,0.0,0.0,0.0,0.0,0.0,0.0
Ongoing & Major Maintenance Account (RMA: Education Code Section 17070.75),Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457847.75,0.0,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Basic Local Assistance Entitlement, Part B, Sec 611",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13514670.75,0.0,0.0,0.0,0.0,0.0,0.0
"Special Ed: IDEA Preschool Grants, Part B, Sec 619",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153839.57,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19713975.25,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health-Related Services,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Special Education-Unspecified,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421238.83,0.0,0.0,0.0,0.0,0.0,0.0
Special Ed: Project Workability I LEA,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,"Special Education, Ages 5-22",Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25145.05,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55630.5,0.0,0.0,0.0,0.0,71080.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elementary and Secondary School Emergency Relief III (ESSER III) Fund,Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),-101363.43,0.0,0.0,0.0,0.0,0.0,0.0,-140820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elementary and Secondary School Emergency Relief III (ESSER III) Fund: Learning Loss,Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),101363.43,0.0,0.0,0.0,0.0,0.0,0.0,140820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Special Ed: ARP IDEA Part B, Sec. 611, Local Assistance Coordinated Early Intervening Services",Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7249.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71531.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59183
"Special Ed: ARP IDEA Part B, Sec. 619, Preschool Grants Coordinated Early Intervening Services",Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5977.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5279
"Special Ed: IDEA Local Assistance, Part B, Sec 611, Early Intervening Services",Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26716.45,0.0,0.0,0.0,99355,0.0,0.0,21137.43,328139.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3453.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791424.48,0.0,0.0,37601.55,372403.52
"Special Ed: IDEA Part B, Sec 619, Preschool Grants Early Intervening Services",Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5362.7,0.0,0.0,0.0,7491.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6958,16788
"ESSA: Title II, Part A, Supporting Effective Instruction",Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260637,0.0,0.0,0.0,0.0,0.0
"ESSA: Title IV, Part A, Student Support and Academic Enrichment Grants",Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-260637,0.0,0.0,0.0,0.0,0.0
Medi-Cal Billing Option,Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-463278.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Clean Energy Jobs Act,Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,-13290.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expanded Learning Opportunities (ELO) Grant,Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115000,0.0,0.0,0.0,0.0,-22027.06,0.0,0.0,0.0,0.0,-35354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expanded Learning Opportunities (ELO) Grant: Paraprofessional Staff,Contributions from Restricted Revenues,8990,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,115000,0.0,0.0,0.0,0.0,22027.06,0.0,0.0,0.0,0.0,35354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
